codigo_comuna,nombre_comuna,codigo_region,nombre_region,anio,id_metrica,nombre_metrica,valor,unidad,fuente,fecha_descarga
13101,Santiago,13,Región Metropolitana de Santiago,2018,homicidios,Homicidios,20,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13101,Santiago,13,Región Metropolitana de Santiago,2019,homicidios,Homicidios,21,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13101,Santiago,13,Región Metropolitana de Santiago,2020,homicidios,Homicidios,33,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13101,Santiago,13,Región Metropolitana de Santiago,2021,homicidios,Homicidios,33,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13101,Santiago,13,Región Metropolitana de Santiago,2022,homicidios,Homicidios,59,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13101,Santiago,13,Región Metropolitana de Santiago,2023,homicidios,Homicidios,47,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13101,Santiago,13,Región Metropolitana de Santiago,2024,homicidios,Homicidios,28,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13101,Santiago,13,Región Metropolitana de Santiago,2025,homicidios,Homicidios,43,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13102,Cerrillos,13,Región Metropolitana de Santiago,2018,homicidios,Homicidios,1,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13102,Cerrillos,13,Región Metropolitana de Santiago,2019,homicidios,Homicidios,3,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13102,Cerrillos,13,Región Metropolitana de Santiago,2020,homicidios,Homicidios,4,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13102,Cerrillos,13,Región Metropolitana de Santiago,2021,homicidios,Homicidios,4,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13102,Cerrillos,13,Región Metropolitana de Santiago,2022,homicidios,Homicidios,5,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
13102,Cerrillos,13,Región Metropolitana de Santiago,2023,homicidios,Homicidios,5,casos policiales,insecurity_cead_delincuencia_chile,2026-05-29
